Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;1.231,37
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;1.169,15
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;1.161,45
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;1.278,67
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;1.366,40
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;1.409,32
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.521,85
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;1.580,01
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;1.815,17
Pareja sin hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;1.719,35
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2015;1.165,55
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2014;1.226,77
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2013;990,68
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2012;1.035,32
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2011;1.029,79
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2010;1.014,55
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2009;1.014,77
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2008;1.060,15
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2007;1.022,68
Pareja sin hijos;Gasto medio por hogar;Grupo 6. Salud;2006;804,08
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2015;3.167,27
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2014;3.339,34
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2013;3.010,67
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2012;3.080,01
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2011;3.269,74
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2010;3.373,23
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2009;3.406,77
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2008;3.831,60
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2007;4.168,52
Pareja sin hijos;Gasto medio por hogar;Grupo 7. Transportes;2006;4.001,60
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;757,49
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;751,28
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;767,04
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;785,41
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;825,56
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;827,20
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;827,39
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;823,97
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;787,00
Pareja sin hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;706,79
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;1.695,87
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;1.641,71
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;1.513,92
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;1.629,54
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;1.829,82
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;1.891,69
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;1.955,02
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;2.234,83
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;2.175,66
Pareja sin hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;1.888,04
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2015;90,48
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2014;79,20
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2013;77,78
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2012;91,10
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2011;67,23
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2010;71,81
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2009;80,86
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2008;57,11
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2007;78,63
Pareja sin hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2006;79,15
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;2.650,27
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;2.446,21
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;2.236,77
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;2.311,11
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;2.556,74
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;2.596,54
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;2.667,59
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2008;2.751,29
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2007;2.940,51
Pareja sin hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2006;2.749,28
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2015;2.143,13
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2014;2.138,71
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2013;2.119,98
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2012;2.108,01
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2011;2.126,63
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2010;2.128,01
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2009;2.279,28
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2008;2.203,26
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2007;2.195,06
Pareja sin hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2006;2.174,18
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;2.110,28
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;2.068,35
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;2.075,88
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;2.075,33
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;1.999,48
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;2.012,34
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;2.036,47
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;2.099,79
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;2.027,21
Pareja sin hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;1.902,56
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;258,14
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;252,93
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;256,48
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;273,33
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;270,84
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;275,70
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;271,61
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;260,36
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;261,79
Pareja sin hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;233,23
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;641,04
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;653,74
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;622,89
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;631,67
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;677,66
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;715,29
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;761,43
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;850,30
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;892,78
Pareja sin hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;863,68
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;4.705,66
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;4.717,30
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;4.769,00
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;4.762,42
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;4.758,37
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;4.546,37
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;4.556,42
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;4.432,77
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;4.166,93
Pareja sin hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;3.738,00
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;615,69
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;584,57
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;580,72
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;639,34
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;683,20
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;704,66
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;760,92
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;790,00
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;907,59
Pareja sin hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;859,68
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2015;582,78
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2014;613,38
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2013;495,34
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2012;517,66
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2011;514,89
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2010;507,28
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2009;507,39
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2008;530,07
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2007;511,34
Pareja sin hijos;Gasto medio por persona;Grupo 6. Salud;2006;402,04
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2015;1.583,63
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2014;1.669,67
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2013;1.505,33
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2012;1.540,01
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2011;1.634,87
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2010;1.686,62
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2009;1.703,39
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2008;1.915,80
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2007;2.084,26
Pareja sin hijos;Gasto medio por persona;Grupo 7. Transportes;2006;2.000,80
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2015;378,75
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2014;375,64
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2013;383,52
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2012;392,70
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2011;412,78
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2010;413,60
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2009;413,69
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2008;411,99
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2007;393,50
Pareja sin hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2006;353,39
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;847,94
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;820,85
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;756,96
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;814,77
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;914,91
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;945,85
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;977,51
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;1.117,42
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;1.087,83
Pareja sin hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;944,02
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2015;45,24
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2014;39,60
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2013;38,89
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2012;45,55
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2011;33,61
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2010;35,91
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2009;40,43
Pareja sin hijos;Gasto medio por persona;Grupo 10. Enseñanza;2008;28,55
