Comunidad autónoma de residencia;Tipo de hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
02 Aragón;Otros hogares;Gasto total;2008;7.273.505,91
02 Aragón;Otros hogares;Gasto total;2007;6.883.207,63
02 Aragón;Otros hogares;Gasto total;2006;6.596.557,90
02 Aragón;Otros hogares;Distribución porcentual;2019;36,48
02 Aragón;Otros hogares;Distribución porcentual;2018;36,75
02 Aragón;Otros hogares;Distribución porcentual;2017;40,35
02 Aragón;Otros hogares;Distribución porcentual;2016;39,04
02 Aragón;Otros hogares;Distribución porcentual;2015;39,14
02 Aragón;Otros hogares;Distribución porcentual;2014;38,20
02 Aragón;Otros hogares;Distribución porcentual;2013;37,74
02 Aragón;Otros hogares;Distribución porcentual;2012;40,59
02 Aragón;Otros hogares;Distribución porcentual;2011;41,39
02 Aragón;Otros hogares;Distribución porcentual;2010;43,13
02 Aragón;Otros hogares;Distribución porcentual;2009;44,31
02 Aragón;Otros hogares;Distribución porcentual;2008;46,38
02 Aragón;Otros hogares;Distribución porcentual;2007;46,00
02 Aragón;Otros hogares;Distribución porcentual;2006;47,39
02 Aragón;Otros hogares;Gasto medio por hogar;2019;36.135,05
02 Aragón;Otros hogares;Gasto medio por hogar;2018;34.785,16
02 Aragón;Otros hogares;Gasto medio por hogar;2017;34.560,30
02 Aragón;Otros hogares;Gasto medio por hogar;2016;34.942,90
02 Aragón;Otros hogares;Gasto medio por hogar;2015;33.398,93
02 Aragón;Otros hogares;Gasto medio por hogar;2014;33.282,95
02 Aragón;Otros hogares;Gasto medio por hogar;2013;33.698,06
02 Aragón;Otros hogares;Gasto medio por hogar;2012;33.733,37
02 Aragón;Otros hogares;Gasto medio por hogar;2011;35.311,49
02 Aragón;Otros hogares;Gasto medio por hogar;2010;35.156,49
02 Aragón;Otros hogares;Gasto medio por hogar;2009;34.956,59
02 Aragón;Otros hogares;Gasto medio por hogar;2008;38.496,68
02 Aragón;Otros hogares;Gasto medio por hogar;2007;37.773,16
02 Aragón;Otros hogares;Gasto medio por hogar;2006;35.395,16
02 Aragón;Otros hogares;Gasto medio por persona;2019;10.840,39
02 Aragón;Otros hogares;Gasto medio por persona;2018;10.412,23
02 Aragón;Otros hogares;Gasto medio por persona;2017;10.583,07
02 Aragón;Otros hogares;Gasto medio por persona;2016;10.626,56
02 Aragón;Otros hogares;Gasto medio por persona;2015;10.014,82
02 Aragón;Otros hogares;Gasto medio por persona;2014;9.894,74
02 Aragón;Otros hogares;Gasto medio por persona;2013;10.032,45
02 Aragón;Otros hogares;Gasto medio por persona;2012;9.974,86
02 Aragón;Otros hogares;Gasto medio por persona;2011;10.313,94
02 Aragón;Otros hogares;Gasto medio por persona;2010;10.064,93
02 Aragón;Otros hogares;Gasto medio por persona;2009;10.019,44
02 Aragón;Otros hogares;Gasto medio por persona;2008;11.031,71
02 Aragón;Otros hogares;Gasto medio por persona;2007;10.569,82
02 Aragón;Otros hogares;Gasto medio por persona;2006;9.804,86
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2019;16.939,78
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2018;16.273,06
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2017;16.461,83
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2016;16.506,78
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2015;15.659,29
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2014;15.529,86
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2013;15.714,26
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2012;15.732,90
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2011;16.260,35
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2010;15.937,64
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2009;15.880,00
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2008;17.460,85
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2007;16.816,41
02 Aragón;Otros hogares;Gasto medio por unidad de consumo;2006;15.702,24
02 Aragón;Otros hogares;Índice sobre la media del gmp;2019;84,85
02 Aragón;Otros hogares;Índice sobre la media del gmp;2018;86,80
02 Aragón;Otros hogares;Índice sobre la media del gmp;2017;90,75
02 Aragón;Otros hogares;Índice sobre la media del gmp;2016;91,77
02 Aragón;Otros hogares;Índice sobre la media del gmp;2015;89,28
02 Aragón;Otros hogares;Índice sobre la media del gmp;2014;89,70
02 Aragón;Otros hogares;Índice sobre la media del gmp;2013;88,37
02 Aragón;Otros hogares;Índice sobre la media del gmp;2012;87,70
02 Aragón;Otros hogares;Índice sobre la media del gmp;2011;91,20
02 Aragón;Otros hogares;Índice sobre la media del gmp;2010;91,62
02 Aragón;Otros hogares;Índice sobre la media del gmp;2009;88,87
02 Aragón;Otros hogares;Índice sobre la media del gmp;2008;92,57
02 Aragón;Otros hogares;Índice sobre la media del gmp;2007;91,24
02 Aragón;Otros hogares;Índice sobre la media del gmp;2006;89,16
03 Asturias, Principado de;Total;Gasto total;2019;12.430.667,90
03 Asturias, Principado de;Total;Gasto total;2018;12.333.266,03
03 Asturias, Principado de;Total;Gasto total;2017;12.050.161,31
03 Asturias, Principado de;Total;Gasto total;2016;12.270.888,40
03 Asturias, Principado de;Total;Gasto total;2015;12.374.068,94
03 Asturias, Principado de;Total;Gasto total;2014;12.004.936,04
03 Asturias, Principado de;Total;Gasto total;2013;11.808.900,23
03 Asturias, Principado de;Total;Gasto total;2012;11.956.612,99
03 Asturias, Principado de;Total;Gasto total;2011;12.306.864,81
03 Asturias, Principado de;Total;Gasto total;2010;13.536.195,49
03 Asturias, Principado de;Total;Gasto total;2009;13.049.349,95
03 Asturias, Principado de;Total;Gasto total;2008;12.929.027,91
03 Asturias, Principado de;Total;Gasto total;2007;12.057.836,08
03 Asturias, Principado de;Total;Gasto total;2006;11.534.007,77
03 Asturias, Principado de;Total;Distribución porcentual;2019;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2018;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2017;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2016;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2015;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2014;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2013;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2012;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2011;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2010;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2009;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2008;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2007;100,00
03 Asturias, Principado de;Total;Distribución porcentual;2006;100,00
03 Asturias, Principado de;Total;Gasto medio por hogar;2019;27.367,02
03 Asturias, Principado de;Total;Gasto medio por hogar;2018;27.185,87
03 Asturias, Principado de;Total;Gasto medio por hogar;2017;26.422,45
03 Asturias, Principado de;Total;Gasto medio por hogar;2016;26.811,61
03 Asturias, Principado de;Total;Gasto medio por hogar;2015;27.005,81
03 Asturias, Principado de;Total;Gasto medio por hogar;2014;26.094,57
03 Asturias, Principado de;Total;Gasto medio por hogar;2013;25.697,07
03 Asturias, Principado de;Total;Gasto medio por hogar;2012;26.149,83
03 Asturias, Principado de;Total;Gasto medio por hogar;2011;27.142,14
03 Asturias, Principado de;Total;Gasto medio por hogar;2010;30.233,43
03 Asturias, Principado de;Total;Gasto medio por hogar;2009;29.553,15
03 Asturias, Principado de;Total;Gasto medio por hogar;2008;29.756,65
03 Asturias, Principado de;Total;Gasto medio por hogar;2007;28.279,95
03 Asturias, Principado de;Total;Gasto medio por hogar;2006;27.535,61
03 Asturias, Principado de;Total;Gasto medio por persona;2019;12.317,84
03 Asturias, Principado de;Total;Gasto medio por persona;2018;12.164,85
03 Asturias, Principado de;Total;Gasto medio por persona;2017;11.784,65
03 Asturias, Principado de;Total;Gasto medio por persona;2016;11.923,88
03 Asturias, Principado de;Total;Gasto medio por persona;2015;11.950,60
03 Asturias, Principado de;Total;Gasto medio por persona;2014;11.497,50
03 Asturias, Principado de;Total;Gasto medio por persona;2013;11.216,91
03 Asturias, Principado de;Total;Gasto medio por persona;2012;11.276,22
03 Asturias, Principado de;Total;Gasto medio por persona;2011;11.556,84
03 Asturias, Principado de;Total;Gasto medio por persona;2010;12.690,89
03 Asturias, Principado de;Total;Gasto medio por persona;2009;12.229,22
03 Asturias, Principado de;Total;Gasto medio por persona;2008;12.141,63
03 Asturias, Principado de;Total;Gasto medio por persona;2007;11.380,12
03 Asturias, Principado de;Total;Gasto medio por persona;2006;10.925,14
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2019;17.470,86
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2018;17.275,97
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2017;16.753,09
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2016;16.981,95
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2015;17.039,29
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2014;16.426,22
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2013;16.075,99
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2012;16.218,24
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2011;16.676,98
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2010;18.385,10
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2009;17.769,75
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2008;17.720,12
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2007;16.649,04
03 Asturias, Principado de;Total;Gasto medio por unidad de consumo;2006;16.043,14
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2019;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2018;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2017;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2016;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2015;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2014;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2013;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2012;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2011;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2010;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2009;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2008;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2007;100,00
03 Asturias, Principado de;Total;Índice sobre la media del gmp;2006;100,00
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2019;2.700.323,03
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2018;2.643.951,90
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2017;2.394.065,21
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2016;2.430.192,46
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2015;2.506.976,46
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2014;2.417.266,42
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2013;2.222.745,17
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2012;2.066.427,96
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2011;1.795.880,46
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2010;1.970.935,94
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2009;1.852.092,04
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2008;1.653.757,58
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2007;1.509.689,58
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto total;2006;1.435.300,24
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2019;21,72
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2018;21,44
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2017;19,87
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2016;19,80
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2015;20,26
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2014;20,14
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2013;18,82
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2012;17,28
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2011;14,59
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2010;14,56
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2009;14,19
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2008;12,79
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2007;12,52
03 Asturias, Principado de;Persona o pareja de 65 o más años;Distribución porcentual;2006;12,44
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2019;22.516,53
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2018;22.633,66
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2017;20.926,88
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2016;21.457,40
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2015;21.922,22
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2014;21.288,02
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2013;20.129,85
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2012;19.037,67
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2011;18.314,49
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2010;20.810,85
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2009;18.211,32
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2008;17.575,01
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2007;17.145,92
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por hogar;2006;15.449,20
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por persona;2019;15.578,34
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por persona;2018;15.134,84
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por persona;2017;13.966,20
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por persona;2016;14.338,65
03 Asturias, Principado de;Persona o pareja de 65 o más años;Gasto medio por persona;2015;14.675,00
