Comunidad autónoma de residencia;Tamaño del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
06 Cantabria;Total;Índice sobre la media del gmp;2013;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2012;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2011;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2010;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2009;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2008;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2007;100,00
06 Cantabria;Total;Índice sobre la media del gmp;2006;100,00
06 Cantabria;1 miembro;Gasto total;2019;1.341.860,46
06 Cantabria;1 miembro;Gasto total;2018;1.354.275,59
06 Cantabria;1 miembro;Gasto total;2017;1.384.204,30
06 Cantabria;1 miembro;Gasto total;2016;1.315.733,42
06 Cantabria;1 miembro;Gasto total;2015;1.130.281,50
06 Cantabria;1 miembro;Gasto total;2014;1.029.777,01
06 Cantabria;1 miembro;Gasto total;2013;1.035.768,59
06 Cantabria;1 miembro;Gasto total;2012;1.069.531,24
06 Cantabria;1 miembro;Gasto total;2011;1.097.824,47
06 Cantabria;1 miembro;Gasto total;2010;1.135.196,60
06 Cantabria;1 miembro;Gasto total;2009;1.066.669,01
06 Cantabria;1 miembro;Gasto total;2008;893.877,56
06 Cantabria;1 miembro;Gasto total;2007;892.006,25
06 Cantabria;1 miembro;Gasto total;2006;779.588,68
06 Cantabria;1 miembro;Distribución porcentual;2019;18,84
06 Cantabria;1 miembro;Distribución porcentual;2018;18,71
06 Cantabria;1 miembro;Distribución porcentual;2017;19,22
06 Cantabria;1 miembro;Distribución porcentual;2016;19,86
06 Cantabria;1 miembro;Distribución porcentual;2015;16,81
06 Cantabria;1 miembro;Distribución porcentual;2014;15,94
06 Cantabria;1 miembro;Distribución porcentual;2013;16,03
06 Cantabria;1 miembro;Distribución porcentual;2012;15,61
06 Cantabria;1 miembro;Distribución porcentual;2011;15,84
06 Cantabria;1 miembro;Distribución porcentual;2010;16,27
06 Cantabria;1 miembro;Distribución porcentual;2009;15,17
06 Cantabria;1 miembro;Distribución porcentual;2008;13,21
06 Cantabria;1 miembro;Distribución porcentual;2007;13,34
06 Cantabria;1 miembro;Distribución porcentual;2006;13,02
06 Cantabria;1 miembro;Gasto medio por hogar;2019;19.738,25
06 Cantabria;1 miembro;Gasto medio por hogar;2018;20.259,64
06 Cantabria;1 miembro;Gasto medio por hogar;2017;20.708,76
06 Cantabria;1 miembro;Gasto medio por hogar;2016;19.645,07
06 Cantabria;1 miembro;Gasto medio por hogar;2015;16.970,17
06 Cantabria;1 miembro;Gasto medio por hogar;2014;15.832,11
06 Cantabria;1 miembro;Gasto medio por hogar;2013;16.450,69
06 Cantabria;1 miembro;Gasto medio por hogar;2012;17.517,43
06 Cantabria;1 miembro;Gasto medio por hogar;2011;18.591,91
06 Cantabria;1 miembro;Gasto medio por hogar;2010;19.939,87
06 Cantabria;1 miembro;Gasto medio por hogar;2009;19.483,78
06 Cantabria;1 miembro;Gasto medio por hogar;2008;17.044,01
06 Cantabria;1 miembro;Gasto medio por hogar;2007;17.831,03
06 Cantabria;1 miembro;Gasto medio por hogar;2006;16.378,69
06 Cantabria;1 miembro;Gasto medio por persona;2019;19.738,25
06 Cantabria;1 miembro;Gasto medio por persona;2018;20.259,64
06 Cantabria;1 miembro;Gasto medio por persona;2017;20.708,76
06 Cantabria;1 miembro;Gasto medio por persona;2016;19.645,07
06 Cantabria;1 miembro;Gasto medio por persona;2015;16.970,17
06 Cantabria;1 miembro;Gasto medio por persona;2014;15.832,11
06 Cantabria;1 miembro;Gasto medio por persona;2013;16.450,69
06 Cantabria;1 miembro;Gasto medio por persona;2012;17.517,43
06 Cantabria;1 miembro;Gasto medio por persona;2011;18.591,91
06 Cantabria;1 miembro;Gasto medio por persona;2010;19.939,87
06 Cantabria;1 miembro;Gasto medio por persona;2009;19.483,78
06 Cantabria;1 miembro;Gasto medio por persona;2008;17.044,01
06 Cantabria;1 miembro;Gasto medio por persona;2007;17.831,03
06 Cantabria;1 miembro;Gasto medio por persona;2006;16.378,69
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2019;19.738,25
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2018;20.259,64
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2017;20.708,76
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2016;19.645,07
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2015;16.970,17
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2014;15.832,11
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2013;16.450,69
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2012;17.517,43
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2011;18.591,91
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2010;19.939,87
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2009;19.483,78
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2008;17.044,01
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2007;17.831,03
06 Cantabria;1 miembro;Gasto medio por unidad de consumo;2006;16.378,69
06 Cantabria;1 miembro;Índice sobre la media del gmp;2019;159,34
06 Cantabria;1 miembro;Índice sobre la media del gmp;2018;161,07
06 Cantabria;1 miembro;Índice sobre la media del gmp;2017;165,51
06 Cantabria;1 miembro;Índice sobre la media del gmp;2016;170,87
06 Cantabria;1 miembro;Índice sobre la media del gmp;2015;145,95
06 Cantabria;1 miembro;Índice sobre la media del gmp;2014;142,24
06 Cantabria;1 miembro;Índice sobre la media del gmp;2013;148,40
06 Cantabria;1 miembro;Índice sobre la media del gmp;2012;149,67
06 Cantabria;1 miembro;Índice sobre la media del gmp;2011;157,17
06 Cantabria;1 miembro;Índice sobre la media del gmp;2010;166,88
06 Cantabria;1 miembro;Índice sobre la media del gmp;2009;161,06
06 Cantabria;1 miembro;Índice sobre la media del gmp;2008;144,97
06 Cantabria;1 miembro;Índice sobre la media del gmp;2007;151,33
06 Cantabria;1 miembro;Índice sobre la media del gmp;2006;153,02
06 Cantabria;2 miembros;Gasto total;2019;2.101.151,93
06 Cantabria;2 miembros;Gasto total;2018;2.186.173,47
06 Cantabria;2 miembros;Gasto total;2017;2.196.870,19
06 Cantabria;2 miembros;Gasto total;2016;2.048.594,43
06 Cantabria;2 miembros;Gasto total;2015;2.010.651,91
06 Cantabria;2 miembros;Gasto total;2014;1.897.221,29
06 Cantabria;2 miembros;Gasto total;2013;1.881.176,03
06 Cantabria;2 miembros;Gasto total;2012;2.034.999,49
06 Cantabria;2 miembros;Gasto total;2011;1.815.108,14
06 Cantabria;2 miembros;Gasto total;2010;1.833.807,10
06 Cantabria;2 miembros;Gasto total;2009;1.842.822,87
06 Cantabria;2 miembros;Gasto total;2008;1.681.827,57
06 Cantabria;2 miembros;Gasto total;2007;1.581.859,67
06 Cantabria;2 miembros;Gasto total;2006;1.280.365,08
06 Cantabria;2 miembros;Distribución porcentual;2019;29,51
06 Cantabria;2 miembros;Distribución porcentual;2018;30,21
06 Cantabria;2 miembros;Distribución porcentual;2017;30,51
06 Cantabria;2 miembros;Distribución porcentual;2016;30,92
06 Cantabria;2 miembros;Distribución porcentual;2015;29,90
06 Cantabria;2 miembros;Distribución porcentual;2014;29,36
06 Cantabria;2 miembros;Distribución porcentual;2013;29,12
06 Cantabria;2 miembros;Distribución porcentual;2012;29,70
06 Cantabria;2 miembros;Distribución porcentual;2011;26,19
06 Cantabria;2 miembros;Distribución porcentual;2010;26,28
06 Cantabria;2 miembros;Distribución porcentual;2009;26,21
06 Cantabria;2 miembros;Distribución porcentual;2008;24,85
06 Cantabria;2 miembros;Distribución porcentual;2007;23,66
06 Cantabria;2 miembros;Distribución porcentual;2006;21,39
06 Cantabria;2 miembros;Gasto medio por hogar;2019;28.084,07
06 Cantabria;2 miembros;Gasto medio por hogar;2018;29.367,57
06 Cantabria;2 miembros;Gasto medio por hogar;2017;29.683,82
06 Cantabria;2 miembros;Gasto medio por hogar;2016;27.838,04
06 Cantabria;2 miembros;Gasto medio por hogar;2015;27.539,78
06 Cantabria;2 miembros;Gasto medio por hogar;2014;26.082,05
06 Cantabria;2 miembros;Gasto medio por hogar;2013;26.255,62
06 Cantabria;2 miembros;Gasto medio por hogar;2012;28.843,56
06 Cantabria;2 miembros;Gasto medio por hogar;2011;26.327,09
06 Cantabria;2 miembros;Gasto medio por hogar;2010;27.577,08
06 Cantabria;2 miembros;Gasto medio por hogar;2009;28.803,11
06 Cantabria;2 miembros;Gasto medio por hogar;2008;27.445,53
06 Cantabria;2 miembros;Gasto medio por hogar;2007;27.067,06
06 Cantabria;2 miembros;Gasto medio por hogar;2006;23.013,35
06 Cantabria;2 miembros;Gasto medio por persona;2019;14.042,04
06 Cantabria;2 miembros;Gasto medio por persona;2018;14.683,79
06 Cantabria;2 miembros;Gasto medio por persona;2017;14.841,91
06 Cantabria;2 miembros;Gasto medio por persona;2016;13.919,02
06 Cantabria;2 miembros;Gasto medio por persona;2015;13.769,89
06 Cantabria;2 miembros;Gasto medio por persona;2014;13.041,03
06 Cantabria;2 miembros;Gasto medio por persona;2013;13.127,81
06 Cantabria;2 miembros;Gasto medio por persona;2012;14.421,78
06 Cantabria;2 miembros;Gasto medio por persona;2011;13.163,55
06 Cantabria;2 miembros;Gasto medio por persona;2010;13.788,54
06 Cantabria;2 miembros;Gasto medio por persona;2009;14.401,55
06 Cantabria;2 miembros;Gasto medio por persona;2008;13.722,76
06 Cantabria;2 miembros;Gasto medio por persona;2007;13.533,53
06 Cantabria;2 miembros;Gasto medio por persona;2006;11.506,68
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2019;18.779,00
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2018;19.633,27
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2017;19.845,04
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2016;18.592,76
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2015;18.398,33
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2014;17.463,91
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2013;17.574,28
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2012;19.303,54
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2011;17.613,75
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2010;18.513,13
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2009;19.242,63
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2008;18.315,00
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2007;18.064,52
06 Cantabria;2 miembros;Gasto medio por unidad de consumo;2006;15.438,14
06 Cantabria;2 miembros;Índice sobre la media del gmp;2019;113,36
06 Cantabria;2 miembros;Índice sobre la media del gmp;2018;116,74
06 Cantabria;2 miembros;Índice sobre la media del gmp;2017;118,62
06 Cantabria;2 miembros;Índice sobre la media del gmp;2016;121,06
06 Cantabria;2 miembros;Índice sobre la media del gmp;2015;118,42
06 Cantabria;2 miembros;Índice sobre la media del gmp;2014;117,16
06 Cantabria;2 miembros;Índice sobre la media del gmp;2013;118,42
06 Cantabria;2 miembros;Índice sobre la media del gmp;2012;123,22
06 Cantabria;2 miembros;Índice sobre la media del gmp;2011;111,28
06 Cantabria;2 miembros;Índice sobre la media del gmp;2010;115,40
06 Cantabria;2 miembros;Índice sobre la media del gmp;2009;119,05
06 Cantabria;2 miembros;Índice sobre la media del gmp;2008;116,72
06 Cantabria;2 miembros;Índice sobre la media del gmp;2007;114,86
06 Cantabria;2 miembros;Índice sobre la media del gmp;2006;107,50
06 Cantabria;3 miembros;Gasto total;2019;1.735.687,09
06 Cantabria;3 miembros;Gasto total;2018;1.790.714,77
06 Cantabria;3 miembros;Gasto total;2017;1.622.874,18
06 Cantabria;3 miembros;Gasto total;2016;1.526.421,00
06 Cantabria;3 miembros;Gasto total;2015;1.725.524,93
06 Cantabria;3 miembros;Gasto total;2014;1.647.433,57
06 Cantabria;3 miembros;Gasto total;2013;1.630.791,26
06 Cantabria;3 miembros;Gasto total;2012;1.718.768,80
06 Cantabria;3 miembros;Gasto total;2011;1.796.706,13
06 Cantabria;3 miembros;Gasto total;2010;1.745.367,76
06 Cantabria;3 miembros;Gasto total;2009;1.810.068,65
06 Cantabria;3 miembros;Gasto total;2008;1.736.655,11
06 Cantabria;3 miembros;Gasto total;2007;1.746.542,66
06 Cantabria;3 miembros;Gasto total;2006;1.570.896,69
06 Cantabria;3 miembros;Distribución porcentual;2019;24,38
06 Cantabria;3 miembros;Distribución porcentual;2018;24,74
06 Cantabria;3 miembros;Distribución porcentual;2017;22,54
06 Cantabria;3 miembros;Distribución porcentual;2016;23,04
06 Cantabria;3 miembros;Distribución porcentual;2015;25,66
06 Cantabria;3 miembros;Distribución porcentual;2014;25,49
06 Cantabria;3 miembros;Distribución porcentual;2013;25,24
06 Cantabria;3 miembros;Distribución porcentual;2012;25,09
06 Cantabria;3 miembros;Distribución porcentual;2011;25,92
06 Cantabria;3 miembros;Distribución porcentual;2010;25,01
06 Cantabria;3 miembros;Distribución porcentual;2009;25,74
06 Cantabria;3 miembros;Distribución porcentual;2008;25,66
06 Cantabria;3 miembros;Distribución porcentual;2007;26,12
06 Cantabria;3 miembros;Distribución porcentual;2006;26,24
06 Cantabria;3 miembros;Gasto medio por hogar;2019;34.331,53
06 Cantabria;3 miembros;Gasto medio por hogar;2018;35.016,10
06 Cantabria;3 miembros;Gasto medio por hogar;2017;31.638,83
06 Cantabria;3 miembros;Gasto medio por hogar;2016;29.671,65
06 Cantabria;3 miembros;Gasto medio por hogar;2015;33.332,04
06 Cantabria;3 miembros;Gasto medio por hogar;2014;31.789,18
06 Cantabria;3 miembros;Gasto medio por hogar;2013;31.300,73
06 Cantabria;3 miembros;Gasto medio por hogar;2012;32.727,08
06 Cantabria;3 miembros;Gasto medio por hogar;2011;34.291,88
06 Cantabria;3 miembros;Gasto medio por hogar;2010;33.961,86
06 Cantabria;3 miembros;Gasto medio por hogar;2009;35.982,06
06 Cantabria;3 miembros;Gasto medio por hogar;2008;35.430,55
06 Cantabria;3 miembros;Gasto medio por hogar;2007;36.738,38
06 Cantabria;3 miembros;Gasto medio por hogar;2006;34.081,39
06 Cantabria;3 miembros;Gasto medio por persona;2019;11.443,84
06 Cantabria;3 miembros;Gasto medio por persona;2018;11.672,03
06 Cantabria;3 miembros;Gasto medio por persona;2017;10.546,28
06 Cantabria;3 miembros;Gasto medio por persona;2016;9.890,55
06 Cantabria;3 miembros;Gasto medio por persona;2015;11.110,68
06 Cantabria;3 miembros;Gasto medio por persona;2014;10.596,39
06 Cantabria;3 miembros;Gasto medio por persona;2013;10.433,58
06 Cantabria;3 miembros;Gasto medio por persona;2012;10.909,03
06 Cantabria;3 miembros;Gasto medio por persona;2011;11.430,63
06 Cantabria;3 miembros;Gasto medio por persona;2010;11.320,62
06 Cantabria;3 miembros;Gasto medio por persona;2009;11.994,02
06 Cantabria;3 miembros;Gasto medio por persona;2008;11.810,18
06 Cantabria;3 miembros;Gasto medio por persona;2007;12.246,13
06 Cantabria;3 miembros;Gasto medio por persona;2006;11.360,46
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2019;17.705,92
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2018;18.285,57
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2017;16.494,69
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2016;15.445,24
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2015;17.388,45
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2014;16.494,24
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2013;16.305,20
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2012;17.008,51
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2011;17.848,34
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2010;17.668,42
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2009;18.677,15
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2008;18.359,15
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2007;19.037,48
06 Cantabria;3 miembros;Gasto medio por unidad de consumo;2006;17.545,14
06 Cantabria;3 miembros;Índice sobre la media del gmp;2019;92,38
06 Cantabria;3 miembros;Índice sobre la media del gmp;2018;92,80
06 Cantabria;3 miembros;Índice sobre la media del gmp;2017;84,29
06 Cantabria;3 miembros;Índice sobre la media del gmp;2016;86,02
06 Cantabria;3 miembros;Índice sobre la media del gmp;2015;95,55
06 Cantabria;3 miembros;Índice sobre la media del gmp;2014;95,20
06 Cantabria;3 miembros;Índice sobre la media del gmp;2013;94,12
06 Cantabria;3 miembros;Índice sobre la media del gmp;2012;93,20
06 Cantabria;3 miembros;Índice sobre la media del gmp;2011;96,63
06 Cantabria;3 miembros;Índice sobre la media del gmp;2010;94,75
06 Cantabria;3 miembros;Índice sobre la media del gmp;2009;99,15
06 Cantabria;3 miembros;Índice sobre la media del gmp;2008;100,45
06 Cantabria;3 miembros;Índice sobre la media del gmp;2007;103,93
06 Cantabria;3 miembros;Índice sobre la media del gmp;2006;106,14
06 Cantabria;4 y más;Gasto total;2019;1.941.876,69
06 Cantabria;4 y más;Gasto total;2018;1.906.077,75
06 Cantabria;4 y más;Gasto total;2017;1.996.789,33
06 Cantabria;4 y más;Gasto total;2016;1.734.548,55
06 Cantabria;4 y más;Gasto total;2015;1.858.337,07
06 Cantabria;4 y más;Gasto total;2014;1.887.506,25
06 Cantabria;4 y más;Gasto total;2013;1.913.328,07
06 Cantabria;4 y más;Gasto total;2012;2.028.214,32
06 Cantabria;4 y más;Gasto total;2011;2.221.584,37
06 Cantabria;4 y más;Gasto total;2010;2.264.393,52
06 Cantabria;4 y más;Gasto total;2009;2.311.791,98
06 Cantabria;4 y más;Gasto total;2008;2.456.138,87
06 Cantabria;4 y más;Gasto total;2007;2.466.548,68
06 Cantabria;4 y más;Gasto total;2006;2.355.466,83
06 Cantabria;4 y más;Distribución porcentual;2019;27,27
06 Cantabria;4 y más;Distribución porcentual;2018;26,34
06 Cantabria;4 y más;Distribución porcentual;2017;27,73
06 Cantabria;4 y más;Distribución porcentual;2016;26,18
06 Cantabria;4 y más;Distribución porcentual;2015;27,63
06 Cantabria;4 y más;Distribución porcentual;2014;29,21
06 Cantabria;4 y más;Distribución porcentual;2013;29,61
06 Cantabria;4 y más;Distribución porcentual;2012;29,60
06 Cantabria;4 y más;Distribución porcentual;2011;32,05
06 Cantabria;4 y más;Distribución porcentual;2010;32,45
06 Cantabria;4 y más;Distribución porcentual;2009;32,88
